date,Usage,Hour,LagRP,LeadRP,LagPF,LeadPF,CO2,Ltype,Wstatus,Dweek
2018-02-09,236.88,14,73.34,6.95,95.53,0,0.0275,Medium_Load,Weekday,Friday
2018-02-09,357.77,15,140.97,0,93.04,0,0.0425,Medium_Load,Weekday,Friday
2018-02-09,392.55,16,159.84,0,92.62,0,0.045,Medium_Load,Weekday,Friday
2018-02-09,291.57,17,128.01,0,91.56,0,0.0325,Medium_Load,Weekday,Friday
2018-02-09,251.71,18,88.42,0,94.35,0,0.0275,Maximum_Load,Weekday,Friday
2018-02-09,264.78,19,87.84,0.94,94.91,0,0.0275,Maximum_Load,Weekday,Friday
2018-02-09,302.72,20,56.52,2.91,98.3,0,0.035,Maximum_Load,Weekday,Friday
2018-02-09,334.51,21,65.92,1.48,98.11,0,0.04,Medium_Load,Weekday,Friday
2018-02-09,351.97,22,79.16,1.69,97.56,0,0.0425,Medium_Load,Weekday,Friday
2018-02-09,321.34,23,170.22,0,88.37,0,0.0375,Maximum_Load,Weekday,Friday
2018-02-09,329.08,24,188.11,0,0,100,0.0375,Light_Load,Weekday,Friday
2018-02-10,310.07,1,178.24,0,0,100,0.035,Light_Load,Weekend,Saturday
2018-02-10,35.25,2,31.14,0,0,100,0.0025,Light_Load,Weekend,Saturday
2018-02-10,26.39,3,22.89,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-10,26.14,4,22.07,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-10,26.14,5,22.78,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-10,26.07,6,21.24,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-10,25.92,7,21.97,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-10,25.82,8,20.81,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-10,23.98,9,16.09,20.66,0,75.76,0,Light_Load,Weekend,Saturday
2018-02-10,19.65,10,0,106.6,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,19.58,11,0,108.5,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,20.48,12,0,38.87,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,19.91,13,0,99.9,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,19.65,14,0,104.51,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,20.6,15,0,108.91,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,17.6,16,0,89.43,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,16.74,17,0,86.11,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,17.09,18,0,86.73,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,18.71,19,0,53.57,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,17.39,20,0,87.12,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,17.41,21,0,88.16,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,18.65,22,0,100.04,100,0,0,Light_Load,Weekend,Saturday
2018-02-10,16.13,23,12.13,15.34,79.92,0,0,Light_Load,Weekend,Saturday
2018-02-10,15.84,24,13.65,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-11,17.31,1,16.66,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,16.16,2,16.41,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,16.2,3,17.04,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,17.46,4,17.49,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,16.13,5,16.09,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,16.05,6,15.84,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,17.24,7,18.46,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,15.77,8,16.06,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-11,16.2,9,13.61,16.59,0,69.86,0,Light_Load,Weekend,Sunday
2018-02-11,18.75,10,0,86.72,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.63,11,0,81,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,16.74,12,0,24.37,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,18.83,13,0,80.1,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.24,14,0,83.63,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.35,15,0,85.21,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,18.96,16,0,92.88,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.58,17,0,84.96,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.65,18,0,83.31,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,18.61,19,0,58.72,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.6,20,0,86.66,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,17.31,21,0,88.05,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,18.9,22,0,95.43,100,0,0,Light_Load,Weekend,Sunday
2018-02-11,15.99,23,13.72,10.33,75.89,0,0,Light_Load,Weekend,Sunday
2018-02-11,16.1,24,15.12,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-12,15.92,1,16.06,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,17.03,2,18.14,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,16.02,3,16.42,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,17.35,4,16.24,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,15.84,5,14.79,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,15.85,6,14.44,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,17.1,7,17.31,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,22.86,8,18.47,0,0,100,0,Light_Load,Weekday,Monday
2018-02-12,368.67,9,206.14,0,0,100,0.0425,Light_Load,Weekday,Monday
2018-02-12,459.55,10,188.27,0,92.54,0,0.0525,Medium_Load,Weekday,Monday
2018-02-12,413.72,11,165.2,0,92.87,0,0.0475,Maximum_Load,Weekday,Monday
2018-02-12,356.72,12,204.87,0,86.72,0,0.0425,Maximum_Load,Weekday,Monday
2018-02-12,44.11,13,3.74,97.38,99.64,0,0.0025,Medium_Load,Weekday,Monday
2018-02-12,386.93,14,161.24,3.2,92.31,0,0.045,Medium_Load,Weekday,Monday
2018-02-12,222.02,15,52.86,0.04,97.28,0,0.025,Medium_Load,Weekday,Monday
2018-02-12,244.52,16,60.19,0.44,97.1,0,0.0275,Medium_Load,Weekday,Monday
2018-02-12,229.02,17,39.17,2.42,98.57,0,0.025,Medium_Load,Weekday,Monday
2018-02-12,240.81,18,67.54,0.18,96.28,0,0.0275,Maximum_Load,Weekday,Monday
2018-02-12,144.15,19,27.94,21.13,98.17,0,0.0175,Maximum_Load,Weekday,Monday
2018-02-12,136.73,20,0.08,36.21,100,0,0.0175,Maximum_Load,Weekday,Monday
2018-02-12,140.72,21,0.36,32.61,100,0,0.02,Medium_Load,Weekday,Monday
2018-02-12,140.04,22,0,30.96,100,0,0.02,Medium_Load,Weekday,Monday
2018-02-12,132.23,23,79.56,4.39,85.69,0,0.0175,Maximum_Load,Weekday,Monday
2018-02-12,171.03,24,114.77,0,0,100,0.0225,Light_Load,Weekday,Monday
2018-02-13,194.15,1,142.75,0,0,100,0.025,Light_Load,Weekday,Tuesday
2018-02-13,200.99,2,119.45,0,0,100,0.0225,Light_Load,Weekday,Tuesday
2018-02-13,24.19,3,24.34,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-13,23.83,4,23.48,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-13,23.07,5,23.04,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-13,19.05,6,21.78,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-13,19.04,7,21.5,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-13,27.36,8,19.22,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-13,247.81,9,138.38,0,0,100,0.03,Light_Load,Weekday,Tuesday
2018-02-13,288.94,10,57.06,0,98.11,0,0.0325,Medium_Load,Weekday,Tuesday
2018-02-13,250.86,11,60.99,0,97.17,0,0.03,Maximum_Load,Weekday,Tuesday
2018-02-13,422.64,12,198.72,0,90.5,0,0.045,Maximum_Load,Weekday,Tuesday
2018-02-13,49.67,13,3.49,97.56,99.75,0,0.0025,Medium_Load,Weekday,Tuesday
2018-02-13,419.18,14,122.65,5.36,95.98,0,0.0475,Medium_Load,Weekday,Tuesday
2018-02-13,400.93,15,116.61,0,96.02,0,0.045,Medium_Load,Weekday,Tuesday
2018-02-13,365.76,16,106.27,0,96.03,0,0.045,Medium_Load,Weekday,Tuesday
2018-02-13,377.1,17,82.15,1.11,97.71,0,0.0425,Medium_Load,Weekday,Tuesday
2018-02-13,359.17,18,44.46,1.68,99.24,0,0.04,Maximum_Load,Weekday,Tuesday
2018-02-13,300.27,19,62.49,1.95,97.9,0,0.035,Maximum_Load,Weekday,Tuesday
2018-02-13,283.46,20,26.53,8.54,99.56,0,0.03,Maximum_Load,Weekday,Tuesday
2018-02-13,253.55,21,23.39,9.64,99.58,0,0.03,Medium_Load,Weekday,Tuesday
2018-02-13,221.69,22,19.33,10.95,99.62,0,0.025,Medium_Load,Weekday,Tuesday
2018-02-13,145.37,23,93.41,3.28,84.13,0,0.02,Maximum_Load,Weekday,Tuesday
2018-02-13,142.64,24,100.4,0,0,100,0.02,Light_Load,Weekday,Tuesday
2018-02-14,238.76,1,136.26,0,0,100,0.03,Light_Load,Weekday,Wednesday
2018-02-14,57.56,2,41.05,0,0,100,0.0075,Light_Load,Weekday,Wednesday
2018-02-14,20.67,3,21.31,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-14,20.63,4,21.06,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-14,20.49,5,19.91,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-14,20.67,6,20.34,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-14,20.71,7,22.64,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-14,20.96,8,20.55,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-14,20.82,9,11.08,22.54,0,67.85,0,Light_Load,Weekday,Wednesday
2018-02-14,19.44,10,0,110.27,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,17.42,11,0,91.37,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,13.61,12,0,26.97,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,14.43,13,0,75.68,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,14.37,14,0,82.91,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,14.68,15,0,87.52,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,13.43,16,0,69.44,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,13.72,17,0,67.75,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,15.69,18,0,85.76,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,13.93,19,0,42.76,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,15.06,20,0,80.07,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,14.91,21,0,76,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,14.87,22,0,76.39,100,0,0,Light_Load,Weekday,Wednesday
2018-02-14,13.72,23,15.48,14.47,66.33,0,0,Light_Load,Weekday,Wednesday
2018-02-14,12.63,24,15.3,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-15,14.19,1,19.59,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,13.83,2,19.87,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,13.44,3,19.8,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,13.82,4,20.99,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,13.94,5,20.31,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,14.18,6,21.05,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,13.11,7,19.26,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,14.63,8,23.69,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-15,13.85,9,15.34,13.29,0,72.15,0,Light_Load,Weekday,Thursday
2018-02-15,13.61,10,0,68.76,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14.55,11,0,82.84,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,13.35,12,0,24.88,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14,13,0,70.28,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14.47,14,0,83.49,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,13.29,15,0,69.88,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,15.05,16,0,80.5,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14.43,17,0,74.92,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,13.43,18,0,68.87,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14.25,19,0,50.61,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14.58,20,0,82.8,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,14.15,21,0,79.38,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,13.82,22,0,75.82,100,0,0,Light_Load,Weekday,Thursday
2018-02-15,13.21,23,11.95,10.22,74.16,0,0,Light_Load,Weekday,Thursday
2018-02-15,13.36,24,13.32,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-16,12.53,1,12.78,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,13.83,2,15.81,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,12.61,3,14.11,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,13.67,4,15.51,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,13.69,5,15.76,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,12.28,6,12.54,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,13.43,7,14.59,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,13.5,8,14.94,0,0,100,0,Light_Load,Weekday,Friday
2018-02-16,12.71,9,11.41,13.14,0,69.52,0,Light_Load,Weekday,Friday
2018-02-16,14.94,10,0,80.13,100,0,0,Light_Load,Weekday,Friday
2018-02-16,13.9,11,0,67.27,100,0,0,Light_Load,Weekday,Friday
2018-02-16,15.98,12,0,24.55,100,0,0,Light_Load,Weekday,Friday
2018-02-16,13.76,13,0,63.72,100,0,0,Light_Load,Weekday,Friday
2018-02-16,13.75,14,0,67.5,100,0,0,Light_Load,Weekday,Friday
2018-02-16,15.01,15,0,82.87,100,0,0,Light_Load,Weekday,Friday
2018-02-16,14.69,16,0,77.73,100,0,0,Light_Load,Weekday,Friday
2018-02-16,14.94,17,0,82.62,100,0,0,Light_Load,Weekday,Friday
2018-02-16,13.25,18,0,69.95,100,0,0,Light_Load,Weekday,Friday
2018-02-16,14.11,19,0,58.21,100,0,0,Light_Load,Weekday,Friday
2018-02-16,14.37,20,0,87.48,100,0,0,Light_Load,Weekday,Friday
2018-02-16,13.07,21,0,71.92,100,0,0,Light_Load,Weekday,Friday
2018-02-16,14.94,22,0,92.74,100,0,0,Light_Load,Weekday,Friday
2018-02-16,13.18,23,11.84,15.98,74.39,0,0,Light_Load,Weekday,Friday
2018-02-16,13.5,24,15.52,0,0,100,0,Light_Load,Weekday,Friday
2018-02-17,13.04,1,14.81,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,13.21,2,16.2,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,13.89,3,18.71,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,12.78,4,16.35,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,15.12,5,20.77,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,12.67,6,15.52,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,13.53,7,16.91,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,13.93,8,18.29,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-17,12.99,9,13.17,12.85,0,71.09,0,Light_Load,Weekend,Saturday
2018-02-17,15.08,10,0,78.77,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.28,11,0,68.94,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,15.16,12,0,24.73,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.07,13,0,62.06,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.14,14,0,67.27,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,16.34,15,0,81.37,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.19,16,0,65.3,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,15.23,17,0,79.64,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,15.02,18,0,77.76,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,13.93,19,0,46.95,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.33,20,0,77.54,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.89,21,0,82.8,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,14.9,22,0,82.7,100,0,0,Light_Load,Weekend,Saturday
2018-02-17,12.61,23,11.81,10.12,72.99,0,0,Light_Load,Weekend,Saturday
2018-02-17,13.9,24,15.41,0,0,100,0,Light_Load,Weekend,Saturday
2018-02-18,13,1,14.76,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,12.78,2,15.52,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,14.25,3,18.82,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,12.74,4,15.66,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,13.75,5,17.56,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,13.44,6,15.44,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,13.51,7,16.05,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,12.35,8,14.62,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-18,14.53,9,14.04,20.01,0,58.76,0,Light_Load,Weekend,Sunday
2018-02-18,14.51,10,0,74.15,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,13.82,11,0,67.97,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.26,12,0,23.62,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.98,13,0,73.34,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.08,14,0,71.38,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.65,15,0,76.71,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,15.04,16,0,79.45,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,15.37,17,0,76.54,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.22,18,0,64.77,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.07,19,0,41.54,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,15.98,20,0,87.38,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.18,21,0,66.5,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,15.48,22,0,79.02,100,0,0,Light_Load,Weekend,Sunday
2018-02-18,14.22,23,18.43,9.54,61.09,0,0,Light_Load,Weekend,Sunday
2018-02-18,13.18,24,18.76,0,0,100,0,Light_Load,Weekend,Sunday
2018-02-19,13.87,1,21.3,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,14.11,2,22.5,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,14.22,3,23.4,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,13.11,4,19.26,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,14.33,5,21.02,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,13.68,6,19.73,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,13.39,7,18.07,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,22.54,8,21.95,0,0,100,0,Light_Load,Weekday,Monday
2018-02-19,237.48,9,156.56,0,0,100,0.0275,Light_Load,Weekday,Monday
2018-02-19,273.06,10,91.58,0,94.81,0,0.03,Medium_Load,Weekday,Monday
2018-02-19,262.76,11,89.86,0,94.62,0,0.03,Maximum_Load,Weekday,Monday
2018-02-19,285.7,12,150.02,0.04,88.54,0,0.035,Maximum_Load,Weekday,Monday
2018-02-19,30.24,13,0,93.1,100,0,0,Medium_Load,Weekday,Monday
2018-02-19,246.28,14,85,1.73,94.53,0,0.0275,Medium_Load,Weekday,Monday
2018-02-19,254.46,15,123.2,0,90.01,0,0.0325,Medium_Load,Weekday,Monday
2018-02-19,256.36,16,119.34,0,90.66,0,0.03,Medium_Load,Weekday,Monday
2018-02-19,318.38,17,138.83,0,91.66,0,0.035,Medium_Load,Weekday,Monday
2018-02-19,252.53,18,55.48,3.53,97.67,0,0.03,Maximum_Load,Weekday,Monday
2018-02-19,244.27,19,122.04,0.11,89.46,0,0.03,Maximum_Load,Weekday,Monday
2018-02-19,291.64,20,105.98,0,93.99,0,0.035,Maximum_Load,Weekday,Monday
2018-02-19,243.11,21,65.56,0.29,96.55,0,0.03,Medium_Load,Weekday,Monday
2018-02-19,266.69,22,36.14,3.24,99.09,0,0.03,Medium_Load,Weekday,Monday
2018-02-19,341.86,23,158.25,0,90.75,0,0.04,Maximum_Load,Weekday,Monday
2018-02-19,351.42,24,174.39,0,0,100,0.0425,Light_Load,Weekday,Monday
2018-02-20,355.91,1,176.04,0,0,100,0.0425,Light_Load,Weekday,Tuesday
2018-02-20,93.35,2,55.87,0,0,100,0.0075,Light_Load,Weekday,Tuesday
2018-02-20,23.39,3,20.53,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-20,23.58,4,21.42,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-20,23.21,5,20.77,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-20,23.3,6,21.03,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-20,19.05,7,22.1,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-20,23.94,8,21.71,0,0,100,0,Light_Load,Weekday,Tuesday
2018-02-20,255.09,9,159.23,0,0,100,0.0275,Light_Load,Weekday,Tuesday
2018-02-20,446.25,10,177.94,0,92.89,0,0.05,Medium_Load,Weekday,Tuesday
2018-02-20,400.03,11,119.62,0,95.81,0,0.045,Maximum_Load,Weekday,Tuesday
2018-02-20,367.77,12,161.39,0,91.57,0,0.0425,Maximum_Load,Weekday,Tuesday
2018-02-20,35.39,13,2.56,95.83,99.74,0,0.0025,Medium_Load,Weekday,Tuesday
2018-02-20,323.35,14,94.82,4.86,95.96,0,0.035,Medium_Load,Weekday,Tuesday
2018-02-20,397.34,15,110.24,0,96.36,0,0.045,Medium_Load,Weekday,Tuesday
2018-02-20,356.51,16,100.83,0,96.23,0,0.0425,Medium_Load,Weekday,Tuesday
2018-02-20,376.38,17,100.51,0,96.61,0,0.045,Medium_Load,Weekday,Tuesday
2018-02-20,362.45,18,81.79,1.33,97.55,0,0.0425,Maximum_Load,Weekday,Tuesday
2018-02-20,414,19,149.01,0,94.09,0,0.045,Maximum_Load,Weekday,Tuesday
2018-02-20,420.02,20,119.89,0,96.16,0,0.05,Maximum_Load,Weekday,Tuesday
2018-02-20,296.89,21,74.38,0.9,97,0,0.0325,Medium_Load,Weekday,Tuesday
2018-02-20,219.6,22,17.28,6.44,99.69,0,0.025,Medium_Load,Weekday,Tuesday
2018-02-20,241.7,23,123.56,0.11,89.04,0,0.0275,Maximum_Load,Weekday,Tuesday
2018-02-20,355.11,24,174.53,0,0,100,0.0425,Light_Load,Weekday,Tuesday
2018-02-21,361.8,1,180.43,0,0,100,0.04,Light_Load,Weekday,Wednesday
2018-02-21,55.47,2,39.68,0,0,100,0.005,Light_Load,Weekday,Wednesday
2018-02-21,23.44,3,22.39,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-21,21.35,4,21.92,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-21,15.76,5,14.72,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-21,15.72,6,14.51,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-21,18.79,7,17.32,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-21,21.28,8,16.12,0,0,100,0,Light_Load,Weekday,Wednesday
2018-02-21,256.24,9,151.35,0,0,100,0.03,Light_Load,Weekday,Wednesday
2018-02-21,293.36,10,89.67,0,95.63,0,0.035,Medium_Load,Weekday,Wednesday
2018-02-21,293.88,11,124.27,0,92.1,0,0.0325,Maximum_Load,Weekday,Wednesday
2018-02-21,300.49,12,192.09,0,84.26,0,0.035,Maximum_Load,Weekday,Wednesday
2018-02-21,47.33,13,12.78,92.34,96.54,0,0.0025,Medium_Load,Weekday,Wednesday
2018-02-21,277.74,14,115.89,6.16,92.29,0,0.0325,Medium_Load,Weekday,Wednesday
2018-02-21,427.36,15,177.08,0,92.38,0,0.0475,Medium_Load,Weekday,Wednesday
2018-02-21,454.04,16,184.5,0,92.64,0,0.0525,Medium_Load,Weekday,Wednesday
2018-02-21,426.96,17,174.46,0,92.57,0,0.0475,Medium_Load,Weekday,Wednesday
2018-02-21,351.29,18,71.21,0.57,98.01,0,0.04,Maximum_Load,Weekday,Wednesday
2018-02-21,266.46,19,63.04,3.27,97.31,0,0.03,Maximum_Load,Weekday,Wednesday
2018-02-21,314.96,20,42.77,3.67,99.09,0,0.035,Maximum_Load,Weekday,Wednesday
2018-02-21,339.08,21,50.54,2.02,98.91,0,0.0375,Medium_Load,Weekday,Wednesday
2018-02-21,321.34,22,46.15,2.27,98.98,0,0.0375,Medium_Load,Weekday,Wednesday
2018-02-21,242.82,23,115.6,0.5,90.29,0,0.025,Maximum_Load,Weekday,Wednesday
2018-02-21,308.42,24,156.14,0,0,100,0.0325,Light_Load,Weekday,Wednesday
2018-02-22,319.89,1,162,0,0,100,0.035,Light_Load,Weekday,Thursday
2018-02-22,100.05,2,58.65,0,0,100,0.01,Light_Load,Weekday,Thursday
2018-02-22,24.01,3,21.75,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-22,23.79,4,21.38,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-22,17.57,5,16.81,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-22,15.92,6,14.04,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-22,18.24,7,17.45,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-22,23.36,8,17.61,0,0,100,0,Light_Load,Weekday,Thursday
2018-02-22,368.7,9,231.18,0,0,100,0.0425,Light_Load,Weekday,Thursday
2018-02-22,394.88,10,137.88,0,94.41,0,0.045,Medium_Load,Weekday,Thursday
2018-02-22,420.98,11,160.85,0,93.41,0,0.05,Maximum_Load,Weekday,Thursday
2018-02-22,395.72,12,210.74,0,88.26,0,0.045,Maximum_Load,Weekday,Thursday
2018-02-22,46.87,13,8.43,90.71,98.42,0,0.005,Medium_Load,Weekday,Thursday
2018-02-22,383.65,14,142.13,0.58,93.77,0,0.0425,Medium_Load,Weekday,Thursday
2018-02-22,407.55,15,151.35,0,93.74,0,0.045,Medium_Load,Weekday,Thursday
2018-02-22,351.46,16,127.83,0,93.98,0,0.04,Medium_Load,Weekday,Thursday
2018-02-22,386.64,17,153.08,0,92.98,0,0.045,Medium_Load,Weekday,Thursday
2018-02-22,368.97,18,123.11,0.43,94.86,0,0.0425,Maximum_Load,Weekday,Thursday
2018-02-22,429.41,19,201.56,0.04,90.52,0,0.05,Maximum_Load,Weekday,Thursday
2018-02-22,441.29,20,178.34,0,92.71,0,0.05,Maximum_Load,Weekday,Thursday
2018-02-22,408.53,21,126.5,0,95.53,0,0.0475,Medium_Load,Weekday,Thursday
2018-02-22,337.61,22,109.07,0.25,95.16,0,0.04,Medium_Load,Weekday,Thursday
